"age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
65,"average","mostly anything","socially","never","graduated from college/university","white",74,30000,"other",2012-06-28 03:27:00,"alameda, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats","judaism but not too serious about it","m","sagittarius but it doesn't matter","no","english","single","i'm a retired veterinarian who moved to the bay area from the east coast in 2002. now living on a boat on the alameda estuary and staying bu"
25,"average","vegetarian","socially","never","graduated from college/university",NA,73,NA,"computer / hardware / software",2012-05-20 15:38:00,"san francisco, california","doesn't have kids","straight","likes dogs","atheism","m",NA,NA,"english (fluently), french (okay)","single","howdy! i just moved down to san francisco from ottawa, canada. just looking to meet some fun new people!"
43,"average",NA,"socially","never","graduated from ph.d program","indian",68,NA,"banking / financial / real estate",2012-06-30 15:36:00,"san francisco, california",NA,"straight",NA,"agnosticism","m","libra but it doesn't matter","no","english","single","it's very hard to describe anyone in a few paragraphs, but i'll give it a shot. i can be shy in large groups, but quite talkative in small o"
24,"athletic","mostly vegetarian","socially",NA,"graduated from college/university","white",70,NA,"science / tech / engineering",2012-06-30 09:13:00,"san francisco, california","doesn't have kids, and doesn't want any","straight",NA,"agnosticism","m","pisces but it doesn't matter","no","english","single","at work, i'm an engineer working in solar development.    i just did my first triathlon through team in training. awesome experience. i am a"
28,"athletic","strictly anything","socially","never","graduated from college/university",NA,69,NA,"education / academia",2012-06-30 17:53:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats",NA,"m","cancer but it doesn't matter","no","english (fluently), spanish (fluently)","single",NA
34,"curvy",NA,"socially","never","graduated from college/university",NA,67,50000,"clerical / administrative",2012-04-04 07:49:00,"oakland, california",NA,"straight","has cats","agnosticism and laughing about it","f","aquarius and it's fun to think about","no","english (fluently), french (poorly), sign language (poorly)","single","i am a music geek. i go to a lot of shows. i used to write and play my own songs but now i critique other peoples. you can read the stuff i "
55,"curvy","mostly vegetarian","not at all","never","graduated from masters program",NA,67,NA,"other",2012-06-30 01:32:00,"san francisco, california","has kids, but doesn't want more","straight",NA,NA,"f","gemini","no","english (fluently), portuguese (poorly)","single","~~~~~~~~~~~~~~~~~~~~~~~~  ""those who love you  are not fooled by mistakes you have made  or dark images you hold about yourself.  they remem"
27,"average",NA,"socially","never",NA,"asian",65,NA,"artistic / musical / writer",2012-06-23 01:51:00,"san mateo, california","doesn't have kids","straight","has cats",NA,"f","taurus","no","english, chinese (poorly)","single","-concept artist in the game industry  -boundless love for all things artsy, but not confined to drawing/paintings but music, dance, and movi"
22,"rather not say","mostly anything","socially","never","working on college/university","native american",66,NA,"student",2012-04-13 12:28:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and has cats","catholicism and somewhat serious about it","f","gemini but it doesn't matter","no","english (fluently), english","single",NA
32,"average","mostly anything","socially","never","graduated from college/university","indian",75,NA,"science / tech / engineering",2012-06-28 23:35:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism but not too serious about it","m","virgo but it doesn't matter","no","english","single","i work in the south bay as a software engineer. i moved up to sf 2 1/2 years ago, to experience as much of this city as possible.  i swim an"
25,"thin","mostly vegetarian","socially","never","graduated from college/university","white",64,20000,"artistic / musical / writer",2012-03-22 17:44:00,"berkeley, california","doesn't have kids","bisexual","likes dogs","agnosticism and laughing about it","f","aries and it's fun to think about","no","english","single","i arrived in berkeley last october after spending the fall couch surfing and camping across the country in a duct-taped saturn with a person"
19,"athletic","strictly anything","socially",NA,"working on two-year college","white",73,NA,"construction / craftsmanship",2012-07-01 01:16:00,"el granada, california","doesn't have kids","straight","likes dogs",NA,"m","gemini and it's fun to think about","when drinking","english","single","i'm jason i live in half moon bay california home of the mavericks surf competition but i'm a horrible surfer i'm country i like shooting gu"
31,"athletic","mostly anything","rarely","never","graduated from college/university","white",73,80000,"science / tech / engineering",2012-02-20 17:38:00,"alameda, california","doesn't have kids, and doesn't want any","straight",NA,"atheism but not too serious about it","m","aries but it doesn't matter","when drinking","english","single","security professional, runner, baseball fan, very sweet guy seeks gal who can keep up, play a mean game of ping pong and maybe spend some ti"
52,"a little extra","mostly other","socially","never","graduated from law school","pacific islander, white",75,NA,"education / academia",2012-06-30 16:10:00,"walnut creek, california","doesn't have kids, but might want them","straight","likes dogs and has cats","other but not too serious about it","m","cancer but it doesn't matter","sometimes","english (fluently), german (okay), japanese (poorly), french (poorly), mongolian (poorly)","single","i read, write and grade essays as part of my daily existence. as a teacher of writing, one of the first things i drill into my students' hea"
29,"fit",NA,"socially","never","ph.d program","hispanic / latin, white",65,NA,"student",2011-10-05 20:34:00,"stanford, california",NA,"straight",NA,NA,"f",NA,"no","english","single","just finishing my phd in applied mathematics and about to take a great job with a large company here in the valley. looking forward to final"
25,"thin",NA,"not at all","never","working on ph.d program","hispanic / latin, white, other",66,NA,"student",2012-06-29 07:34:00,"stanford, california",NA,"straight",NA,NA,"f","virgo","no","english (fluently), spanish (okay)","single","i'm a phd student at stanford, and my passion, and how i choose to spend most of my time, is with learning and research. i am introverted by"
30,"average",NA,"socially","never","graduated from college/university","white",71,NA,"computer / hardware / software",2012-06-30 12:15:00,"san francisco, california",NA,"straight","likes dogs and has cats","agnosticism but not too serious about it","m","taurus but it doesn't matter","no","english, c++","single","i moved to san francisco in january, from seattle where i'd lived for about six years. originally i'm from michigan, where i still visit on "
28,"fit","mostly vegetarian","socially","never","graduated from college/university","white",63,NA,"other",2012-06-30 00:35:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","other","f","scorpio","no","english","single","i have lived in the bay area for over 12 years, in the city for about 5 of that, so some joke that i am not really canadian any more.  i am "
